Non-sports spread census  2026-08-16T00:06:41.541000+00:00
==============================================================================
events: 281 sports, 9888 non-sports
CONTROL median half-spread (sports, median of per-series medians): 10.0 tenths
  from 19 sports series with >= 5 readable markets

series                          n    half   ratio  verdict
KXWBCCRUISERWEIGHTTITLE         1   160.0   16.00  INSUFFICIENT
KXSCOTREF                       1    25.0    2.50  INSUFFICIENT
KXZERORATE                      1     2.0    0.20  INSUFFICIENT
KXYOUTUBESUBS                   1    50.0    5.00  INSUFFICIENT
KXXAIGAME                       1    40.0    4.00  INSUFFICIENT
KXWTATOURNWIN                   1    25.0    2.50  INSUFFICIENT
KXWNBALAWSUIT                   1     5.0    0.50  INSUFFICIENT
KXWNBAGAMESPLAYED               1     5.0    0.50  INSUFFICIENT
KXWINSTREAKMANU                 1    75.0    7.50  INSUFFICIENT
KXVOTEMILLSEXPEL                1    30.0    3.00  INSUFFICIENT
KXVISITAREAKANYE                1    30.0    3.00  INSUFFICIENT
KXVINE                          1    40.0    4.00  INSUFFICIENT
KXVENGLUSTAT                    1    35.0    3.50  INSUFFICIENT
KXUSFUND                        1     5.0    0.50  INSUFFICIENT
KXTWOW                          1     5.0    0.50  INSUFFICIENT
KXTWITCHSUBSNINJA               1    35.0    3.50  INSUFFICIENT
KXTVSEASONANNOUNCEST            1    10.0    1.00  INSUFFICIENT
KXTVSEASONANNOUNCE              1    30.0    3.00  INSUFFICIENT
KXTRYFIREPOWELL                 1    18.0    1.80  INSUFFICIENT
KXTRUTHAPIBLOCK                 1     5.0    0.50  INSUFFICIENT
KXTRUMPTARIFFHEAR               1    10.0    1.00  INSUFFICIENT
KXTRUMPSUPREMELEADER            1    20.0    2.00  INSUFFICIENT
KXTRUMPAPOLOGY                  1     5.0    0.50  INSUFFICIENT
KXTRADEDEALCUBA                 1    10.0    1.00  INSUFFICIENT
KXTESLAROADSTER                 1     5.0    0.50  INSUFFICIENT
KXTESLACAR                      1    10.0    1.00  INSUFFICIENT
KXSUSPENDGASTAX                 1     5.0    0.50  INSUFFICIENT
KXSUPREMECOURTCHARGE            1    10.0    1.00  INSUFFICIENT
KXSUBWAY                        1    35.0    3.50  INSUFFICIENT
KXSTEFONDIGGSCARDIB             1    10.0    1.00  INSUFFICIENT
KXSPOTIFYALBUMRELEASEDATEBA     1   100.0   10.00  INSUFFICIENT
KXSPINOFFTELLMELIES             1    40.0    4.00  INSUFFICIENT
KXSPINOFF                       1    35.0    3.50  INSUFFICIENT
KXSPAINBULLFIGHTING             1     9.0    0.90  INSUFFICIENT
KXSONGRELEASEDATE               1    35.0    3.50  INSUFFICIENT
KXSOCIALMEDIABAN                1     5.5    0.55  INSUFFICIENT
KXSNAPELECTIONTUR               1    25.0    2.50  INSUFFICIENT
KXSNAPELECTIONSPAIN             1    35.0    3.50  INSUFFICIENT
KXSNAPELECTIONFR                1    15.0    1.50  INSUFFICIENT
KXSHOWENDHAUNTEDHOTEL           1    40.0    4.00  INSUFFICIENT
KXSENPARL                       1    30.0    3.00  INSUFFICIENT
KXSCOTUSCERTFLAG                1    23.5    2.35  INSUFFICIENT
KXSCOTUSAICOPYRIGHT             1    28.5    2.85  INSUFFICIENT
KXSAROGLITAZAR                  1    35.0    3.50  INSUFFICIENT
KXSAFEBANK                      1    25.0    2.50  INSUFFICIENT
KXRUSFERTIDE                    1    35.0    3.50  INSUFFICIENT
KXRMALEAVE                      1    55.0    5.50  INSUFFICIENT
KXRFKVACCINE                    1    35.0    3.50  INSUFFICIENT
KXRELOCATEUNITED                1    30.0    3.00  INSUFFICIENT
KXRECOGPERSONIRAN               1     3.0    0.30  INSUFFICIENT
KXRATECUT                       1     0.5    0.05  INSUFFICIENT
KXPUBLICSWIFTLIVELY             1    30.0    3.00  INSUFFICIENT
KXPUBLICBECKHAM                 1    70.0    7.00  INSUFFICIENT
KXPRICEINCREASESPOTIFYFAMIL     1    40.0    4.00  INSUFFICIENT
KXPRICEINCREASESPOTIFYDUO       1    30.0    3.00  INSUFFICIENT
KXPRICEINCREASESPOTIFY          1    35.0    3.50  INSUFFICIENT
KXPRICEINCREASECLAUDE           1    25.0    2.50  INSUFFICIENT
KXPOPESWIFT                     1     5.0    0.50  INSUFFICIENT
KXPOLIO                         1    30.0    3.00  INSUFFICIENT
KXPIZZASCORE9                   1    10.0    1.00  INSUFFICIENT
KXPERSONUNRETIRE                1    90.0    9.00  INSUFFICIENT
KXPERSONPUBLICCULTURE           1    95.0    9.50  INSUFFICIENT
KXPARTYLEAVE                    1    15.0    1.50  INSUFFICIENT
KXPARLIAMENTARIAN               1    25.0    2.50  INSUFFICIENT
KXPAHLAVIVISITA                 1     1.0    0.10  INSUFFICIENT
KXPAHLAVIHEAD                   1     5.0    0.50  INSUFFICIENT
KXOAISCREEN                     1    25.0    2.50  INSUFFICIENT
KXNYTCHARGE                     1    25.0    2.50  INSUFFICIENT
KXNYSECIRCUIT                   1     0.5    0.05  INSUFFICIENT
KXNICKELSTOP                    1    19.5    1.95  INSUFFICIENT
KXNFLXINCREASE                  1    40.0    4.00  INSUFFICIENT
KXNEWXBOX                       1    25.0    2.50  INSUFFICIENT
KXNEWTAYLOR-TS                  1    20.0    2.00  INSUFFICIENT
KXNEWTAYLOR-R                   1    15.0    1.50  INSUFFICIENT
KXNEWOUTBREAK-P                 1     5.0    0.50  INSUFFICIENT
KXMUSKSPORTS                    1    20.0    2.00  INSUFFICIENT
KXMUSKCHARGE                    1    31.5    3.15  INSUFFICIENT
KXMUSKBLUESKY                   1    15.0    1.50  INSUFFICIENT
KXMUSICREUNION                  1    40.0    4.00  INSUFFICIENT
KXMEDIARELEASEST                1     5.0    0.50  INSUFFICIENT
KXMAYOROFKINGSTOWN              1    35.0    3.50  INSUFFICIENT
KXMARRIAGEBELICHICKHUDSON       1    65.0    6.50  INSUFFICIENT
KXMARIJUANA280E                 1    30.0    3.00  INSUFFICIENT
KXMACCELL                       1    10.0    1.00  INSUFFICIENT
KXLLAMA5                        1     5.0    0.50  INSUFFICIENT
KXLEAVETISCH                    1    35.0    3.50  INSUFFICIENT
KXLEAVESOCOMCOMMANDER           1    32.0    3.20  INSUFFICIENT
KXLEAVEGROUPRAMI                1    40.0    4.00  INSUFFICIENT
KXLEAVEGROUP                    1    35.0    3.50  INSUFFICIENT
KXLARGECUT                      1     8.0    0.80  INSUFFICIENT
KXLABORSECCONF                  1    30.0    3.00  INSUFFICIENT
KXKPOPDH2                       1    10.0    1.00  INSUFFICIENT
KXKIMKBAREXAM                   1    10.0    1.00  INSUFFICIENT
KXKANYEISRAEL                   1    38.0    3.80  INSUFFICIENT
KXJIMMYKIMMELFIRED              1    25.0    2.50  INSUFFICIENT
KXIVONESCIMAB                   1    40.0    4.00  INSUFFICIENT
KXIRONMAN                       1    35.0    3.50  INSUFFICIENT
KXIRANEMBASSY                   1    17.5    1.75  INSUFFICIENT
KXIMFRECESS                     1     5.0    0.50  INSUFFICIENT
KXIFINATAMAB                    1    35.0    3.50  INSUFFICIENT
KXICERENAME                     1     5.0    0.50  INSUFFICIENT
KXICENICE                       1    20.0    2.00  INSUFFICIENT
KXIBOV                          1   100.0   10.00  INSUFFICIENT
KXHLS                           1    20.0    2.00  INSUFFICIENT
KXHKANEKNIGHT                   1    25.0    2.50  INSUFFICIENT
KXHELLCAT                       1    15.0    1.50  INSUFFICIENT
KXGREENIND                      1    10.5    1.05  INSUFFICIENT
KXGRANDSLAMJFONSECA             1    20.0    2.00  INSUFFICIENT
KXGPTCOST                       1    15.0    1.50  INSUFFICIENT
KXFURYJOSHUA                    1    35.0    3.50  INSUFFICIENT
KXFREEBUSES                     1    29.0    2.90  INSUFFICIENT
KXFRAUD2020                     1    24.5    2.45  INSUFFICIENT
KXFLOYDTYSONFIGHT               1    90.0    9.00  INSUFFICIENT
KXFIFALEAVE                     1    20.0    2.00  INSUFFICIENT
KXFERCPJM                       1    30.0    3.00  INSUFFICIENT
KXFEDFREQ                       1    25.0    2.50  INSUFFICIENT
KXFEDDC                         1    20.0    2.00  INSUFFICIENT
KXFDAAPPROVALPSYCHEDELIC        1    20.0    2.00  INSUFFICIENT
KXFASTANDFURIOUSRELEASE         1    30.0    3.00  INSUFFICIENT
KXF1CHINA                       1    25.0    2.50  INSUFFICIENT
KXEXPELL                        1    18.0    1.80  INSUFFICIENT
KXEVERIFY                       1    15.0    1.50  INSUFFICIENT
KXENGAGEMENTWOODSTRUMP          1    45.0    4.50  INSUFFICIENT
KXENGAGEMENTTRUDEAUPERRY        1    35.0    3.50  INSUFFICIENT
KXENGAGEMENTTOMBRADYEARLE       1    15.0    1.50  INSUFFICIENT
KXENGAGEMENTTIMOTHEEKYLIE       1    55.0    5.50  INSUFFICIENT
KXENGAGEMENTTATEJACKHUGHES      1    60.0    6.00  INSUFFICIENT
KXENGAGEMENTMEGKLAY             1    25.0    2.50  INSUFFICIENT
KXENGAGEMENTKIMLEWIS            1    75.0    7.50  INSUFFICIENT
KXENGAGEMENTISHOWSPEED          1    15.0    1.50  INSUFFICIENT
KXENGAGEMENTDUNSKE              1    85.0    8.50  INSUFFICIENT
KXENGAGEMENTBOSAAILIFF          1    75.0    7.50  INSUFFICIENT
KXENGAGEMENTBOBBIALTHOFF        1    65.0    6.50  INSUFFICIENT
KXELECTIRAN                     1     2.0    0.20  INSUFFICIENT
KXELECTFRAUD                    1    18.5    1.85  INSUFFICIENT
KXDTX401                        1    40.0    4.00  INSUFFICIENT
KXDONATEMRBEAST                 1    90.0    9.00  INSUFFICIENT
KXDODRENAME                     1     5.0    0.50  INSUFFICIENT
KXDJTATTACKWARSH                1    20.0    2.00  INSUFFICIENT
KXDIRECTORMARVEL                1    20.0    2.00  INSUFFICIENT
KXDHS100KOPT                    1    35.0    3.50  INSUFFICIENT
KXDESANTISRUN                   1    30.0    3.00  INSUFFICIENT
KXDEFAULT                       1    11.5    1.15  INSUFFICIENT
KXCRYPTOPAY                     1    25.0    2.50  INSUFFICIENT
KXCREDITRATING                  1     5.0    0.50  INSUFFICIENT
KXCOTTONCANDYLOBSTER            1    10.0    1.00  INSUFFICIENT
KXCORPTAXCUT                    1     4.5    0.45  INSUFFICIENT
KXCONGESTIONEND                 1    29.5    2.95  INSUFFICIENT
KXCOMPANYSTAKERYANAIR           1    10.0    1.00  INSUFFICIENT
KXCOMPANYACTIONLAYOFF           1    40.0    4.00  INSUFFICIENT
KXCOMPANYACTIONANTH             1    25.0    2.50  INSUFFICIENT
KXCOMEYREINSTATE                1    35.0    3.50  INSUFFICIENT
KXCMSDEFERRAL                   1    30.0    3.00  INSUFFICIENT
KXCLUBCHANGEMBAPPE              1    55.0    5.50  INSUFFICIENT
KXCIT301                        1   165.0   16.50  INSUFFICIENT
KXCHINADATACENTER               1    40.0    4.00  INSUFFICIENT
KXCCLIMIT                       1    11.5    1.15  INSUFFICIENT
KXCBDCBAN                       1    30.0    3.00  INSUFFICIENT
KXCATALOGUE                     1    35.0    3.50  INSUFFICIENT
KXCARROUT                       1    35.0    3.50  INSUFFICIENT
KXCAPGAINDOWN                   1     5.0    0.50  INSUFFICIENT
KXCANCARBON                     1    25.5    2.55  INSUFFICIENT
KXCALLHERDADDYCANCELED          1    45.0    4.50  INSUFFICIENT
KXBTCVSGOLD                     1     6.5    0.65  INSUFFICIENT
KXBTCRESERVE                    1    13.0    1.30  INSUFFICIENT
KXBROADCASTBACHELORETTE         1    10.0    1.00  INSUFFICIENT
KXBREPOCITINIB                  1    35.0    3.50  INSUFFICIENT
KXBLUEIOWA                      1    40.0    4.00  INSUFFICIENT
KXBIRTHTOURISMVOTE              1    30.0    3.00  INSUFFICIENT
KXBICTEGRAVIR                   1    40.0    4.00  INSUFFICIENT
KXBEZELRO                       1    15.0    1.50  INSUFFICIENT
KXBEZELR                        1    10.0    1.00  INSUFFICIENT
KXBEZELP                        1    15.0    1.50  INSUFFICIENT
KXBESTLLMCHINA                  1    10.0    1.00  INSUFFICIENT
KXBEPIROVIRSEN                  1    40.0    4.00  INSUFFICIENT
KXBBP418                        1    35.0    3.50  INSUFFICIENT
KXBANDANTES                     1    95.0    9.50  INSUFFICIENT
KXBALLOTAMERICAPARTY            1    27.5    2.75  INSUFFICIENT
KXARTISTCOLLABDRAKEPLAYBOIC     1    35.0    3.50  INSUFFICIENT
KXARTISTCOLLABDRAKEMETRO        1    35.0    3.50  INSUFFICIENT
KXARTISTCOLLABBILLIEYEAT        1    25.0    2.50  INSUFFICIENT
KXANITOCABTAGENE                1    35.0    3.50  INSUFFICIENT
KXAMBMALAY                      1     2.5    0.25  INSUFFICIENT
KXALBUMRELEASEDATEJB            1    30.0    3.00  INSUFFICIENT
KXAINEURALESE                   1    20.0    2.00  INSUFFICIENT
KXAILEGISLATION                 1    10.0    1.00  INSUFFICIENT
KXAIBILL                        1    35.0    3.50  INSUFFICIENT
KXACQPYPL                       1    10.0    1.00  INSUFFICIENT
KXACQANNOUNCEWDAY               1    20.0    2.00  INSUFFICIENT
KXACQANNOUNCEOPENR              1    40.0    4.00  INSUFFICIENT
KXACQANNOUNCEEBAY               1     5.0    0.50  INSUFFICIENT
KXACAHSAFSA                     1    32.5    3.25  INSUFFICIENT
KX250DOLLARBILL                 1     0.5    0.05  INSUFFICIENT
KXMEISSNER                      1    20.0    2.00  INSUFFICIENT
KXSOL26500                      1     5.0    0.50  INSUFFICIENT
KXHYPEY                         1    95.0    9.50  INSUFFICIENT
KXSATOSHIBTCYEAR                1    15.0    1.50  INSUFFICIENT
KXPRICEINCREASEAZICEDTEA        1    15.0    1.50  INSUFFICIENT
KXDIAZOUT                       1    14.0    1.40  INSUFFICIENT
KXBTC2026250                    1     5.0    0.50  INSUFFICIENT
KXBTC2026200                    1     5.0    0.50  INSUFFICIENT
KXOPENAICEOCHANGE               1     5.0    0.50  INSUFFICIENT
KXNEWOUTBREAKHANTA              1     8.5    0.85  INSUFFICIENT
KXHURPATHHAWAII                 1    35.0    3.50  INSUFFICIENT
KXBTC50VS100                    1    10.0    1.00  INSUFFICIENT
KXPERLIGA1                      1   345.0   34.50  INSUFFICIENT
KXNASDAQ100POS                  1     8.5    0.85  INSUFFICIENT
KXINXPOS                        1     5.0    0.50  INSUFFICIENT
KXTESLAOPTIMUS                  1     5.0    0.50  INSUFFICIENT
KXTESLACEOCHANGE                1     5.0    0.50  INSUFFICIENT
KXWNBAROY                       1     5.0    0.50  INSUFFICIENT
KXTRUMPTALKSCOTUS               1    70.0    7.00  INSUFFICIENT
KXSUPERBOWLWHITEHOUSE           1    15.0    1.50  INSUFFICIENT
KXREACTOR                       1     4.5    0.45  INSUFFICIENT
KXPS6                           1     5.0    0.50  INSUFFICIENT
KXNEWOUTBREAKEBOLA              1    10.0    1.00  INSUFFICIENT
KXNBAWHATTEND                   1    40.0    4.00  INSUFFICIENT
KXMLBALCPOTY                    1   100.0   10.00  INSUFFICIENT
KXMICHELINNYC3                  1    95.0    9.50  INSUFFICIENT
KXJUMANJI3DELAY                 1    25.0    2.50  INSUFFICIENT
KXINTERSTELLAR                  1     5.0    0.50  INSUFFICIENT
KXENGAGEMENTSWEENEYBRUAN        1    90.0    9.00  INSUFFICIENT
KXCEOANTHROPIC                  1     5.0    0.50  INSUFFICIENT
KXBRAZILU                       1    30.0    3.00  INSUFFICIENT
KXAPPLEFOLD                     1     5.0    0.50  INSUFFICIENT
KXBBCHARTTOP3                   1    20.0    2.00  INSUFFICIENT
KX1SONGJUSTINBIEBER             1     5.0    0.50  INSUFFICIENT
KXTOPALBUMRECORDSWAG            1     5.0    0.50  INSUFFICIENT
KXRANKLISTSONGGOL               1    10.0    1.00  INSUFFICIENT
KXUMICHOVR                      1    40.0    4.00  INSUFFICIENT
KXPGATIGER                      1    10.0    1.00  INSUFFICIENT
KXMOVIEDELAYDUNEPT3             1     5.0    0.50  INSUFFICIENT
KXMOVIEDELAYAVENGERS            1    10.0    1.00  INSUFFICIENT
KXCOREUND                       1    25.0    2.50  INSUFFICIENT
KXAIPACLOSEPRIMARY              1    30.0    3.00  INSUFFICIENT
KXYOUTHUN                       1    20.0    2.00  INSUFFICIENT
KXCHLLDP                        1    40.0    4.00  INSUFFICIENT
KXCOPADOBRASIL                  1    60.0    6.00  INSUFFICIENT
KXMLBCBA                        1    20.0    2.00  INSUFFICIENT
KXNPB                           1   110.0   11.00  INSUFFICIENT
KXWAGESAT                       1    40.0    4.00  INSUFFICIENT
KXUSPSELECTION                  1    25.0    2.50  INSUFFICIENT
KXUSINDEPENDENTCONGRESS         1    35.0    3.50  INSUFFICIENT
KXMILLEROUT                     1    10.0    1.00  INSUFFICIENT
KXMIDTERMHAPPEN                 1     5.0    0.50  INSUFFICIENT
KXEDWARDSOUT                    1    30.0    3.00  INSUFFICIENT
KXDEMCOREFOURSENATESWEEP        1     5.0    0.50  INSUFFICIENT
KXCROCKETTCAMPAIGN              1    30.0    3.00  INSUFFICIENT
KXMLBWINS-NYY                   1    80.0    8.00  INSUFFICIENT
KXMLBWINS-ATH                   1    65.0    6.50  INSUFFICIENT
KXTX23SPECIALDATE               1    15.0    1.50  INSUFFICIENT
KXRETIREPELOSI                  1     0.5    0.05  INSUFFICIENT
KXRETIREMM                      1     6.0    0.60  INSUFFICIENT
KXRETIREMACE                    1    33.5    3.35  INSUFFICIENT
KXRETIREBACON                   1    25.5    2.55  INSUFFICIENT
KXPLATNERCOLLINSDEBATE          1     5.0    0.50  INSUFFICIENT
KXMICONSTITUTION                1    30.0    3.00  INSUFFICIENT
KXMARENTCONTROL                 1    32.5    3.25  INSUFFICIENT
KXLEAVEDUNN                     1    35.0    3.50  INSUFFICIENT
KXGENERICTARIFF                 1    35.0    3.50  INSUFFICIENT
KXFESTIVALEVENTRNCMIDTERMS      1    54.0    5.40  INSUFFICIENT
KXFESTIVALEVENTDNCMIDTERMS      1     2.5    0.25  INSUFFICIENT
KXDEMSWINGSTATEGOVSWEEP         1     5.0    0.50  INSUFFICIENT
KXDEMPROGRESSIVESENATESWEEP     1    20.0    2.00  INSUFFICIENT
KXCENSUREEDWARDS                1     5.0    0.50  INSUFFICIENT
KXCAWEALTHTAX                   1     5.0    0.50  INSUFFICIENT
KXCAVOTERID                     1    35.0    3.50  INSUFFICIENT
KXCABILLIONAIRETAX              1    24.5    2.45  INSUFFICIENT
KXWNBADUNK                      1    25.0    2.50  INSUFFICIENT
KXSTEPHDEAL                     1    55.0    5.50  INSUFFICIENT
KXLEADERWNBAPTS                 1    30.0    3.00  INSUFFICIENT
KXKLEAGUE                       1   120.0   12.00  INSUFFICIENT
KXKASHRUSSIA                    1    35.0    3.50  INSUFFICIENT
KXMLBTRIPLECROWN                1     5.0    0.50  INSUFFICIENT
KXFLYCANCJFK                    1     1.0    0.10  INSUFFICIENT
KXPFCANCEL                      1    35.0    3.50  INSUFFICIENT
KXALBERTASEPREF                 1    20.0    2.00  INSUFFICIENT
KXLEADERMLBTRIPLES              1    20.0    2.00  INSUFFICIENT
KXRENTFREEZEEFFECT              1    15.0    1.50  INSUFFICIENT
KXONTARIOMINWAGE                1    25.0    2.50  INSUFFICIENT
KXCAGOAT                        1     5.0    0.50  INSUFFICIENT
KXGOVTSHUTDOWN                  1     5.0    0.50  INSUFFICIENT
